address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_abs,sold_vs_ask_pct,price_changes,sqft,beds,baths,lot_sqft,year_built,garage,solar,ac_type,property_type,county,municipality,prop_class,nu_code,conflicts,_sources,_fetched
6 MCCLUSKEY PL,07950,Morris Plains,,2023-08-29,,,749990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
6 KELSCH DR,07950,Morris Plains,,2023-08-30,,,838840,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
7 CECALA RD,07950,Morris Plains,,2023-08-30,,,735000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
8 MCCLUSKEY PL,07950,Morris Plains,,2023-08-30,,,769990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
7C FOXWOOD DR,07950,Morris Plains,,2023-09-05,,,295000,,,,,,,7144,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
9 ALLEN PL,07950,Morris Plains,,2023-09-13,,,440000,,,,,,,5314,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
4 KELSCH DR,07950,Morris Plains,,2023-09-14,,,838840,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
13 MYERS TER,07950,Morris Plains,,2023-09-15,,,800000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
4 MCCLUSKEY PL,07950,Morris Plains,,2023-09-20,,,749990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
20 ACADEMY RD,07950,Morris Plains,,2023-09-21,,,540000,,,,,,,9104,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
13B FOXWOOD DR,07950,Morris Plains,,2023-09-27,,,355000,,,,,,,9757,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
3 KELSCH DR,07950,Morris Plains,,2023-09-28,,,894840,,,,,,,3485,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
53 WINDING WAY,07950,Morris Plains,,2023-10-02,,,550000,,,,,,,11326,1956,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
10 COOGAN CT,07950,Morris Plains,,2023-10-10,,,780940,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
1 KELSCH DR,07950,Morris Plains,,2023-10-12,,,959055,,,,,,,4356,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
8 KELSCH DR,07950,Morris Plains,,2023-10-12,,,883840,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
39 JANEWAY PL,07950,Morris Plains,,2023-10-16,,,635000,,,,,,,10019,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
4 CLEVELAND AVE,07950,Morris Plains,,2023-10-20,,,905000,,,,,,,10498,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
16 MAPLE AVE,07950,Morris Plains,,2023-10-26,,,730000,,,,,,,7231,1922,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
30 JAQUI AVE,07950,Morris Plains,,2023-10-26,,,815000,,,,,,,20604,1951,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
8D FOXWOOD DR,07950,Morris Plains,,2023-10-26,,,315000,,,,,,,5750,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
17G FOXWOOD DR,07950,Morris Plains,,2023-10-27,,,380000,,,,,,,10062,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
17C FOXWOOD DR,07950,Morris Plains,,2023-11-03,,,380000,,,,,,,10411,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
16 COOGAN CT,07950,Morris Plains,,2023-11-09,,,780940,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
46 WHITNEY AVE,07950,Morris Plains,,2023-11-10,,,665000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
49 DOGWOOD RD,07950,Morris Plains,,2023-11-10,,,691527,,,,,,,14985,1953,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
11 GROVE AVE,07950,Morris Plains,,2023-11-15,,,625000,,,,,,,30013,1948,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
11 KELSCH DR,07950,Morris Plains,,2023-11-15,,,947840,,,,,,,4356,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
30 BEAVER RIDGE RD,07950,Morris Plains,,2023-11-15,,,649000,,,,,,,19776,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
7 COOGAN CT,07950,Morris Plains,,2023-11-15,,,769990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
12 COOGAN CT,07950,Morris Plains,,2023-11-16,,,750940,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
1 COOGAN CT,07950,Morris Plains,,2023-11-17,,,769990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
9 KELSCH DR,07950,Morris Plains,,2023-11-17,,,840000,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
14 COOGAN CT,07950,Morris Plains,,2023-11-20,,,739990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
65 WHITNEY AVE,07950,Morris Plains,,2023-11-20,,,937500,,,,,,,3572,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
75 WHITNEY AVE,07950,Morris Plains,,2023-11-21,,,994990,,,,,,,4443,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
44 LAKEVIEW DR,07950,Morris Plains,,2023-11-28,,,660000,,,,,,,21693,1941,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
123 MOUNTAIN WAY,07950,Morris Plains,,2023-11-30,,,742000,,,,,,,13112,1920,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
61 MAPLE AVE,07950,Morris Plains,,2023-11-30,,,655000,,,,,,,6273,1940,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
9 LINDABURY LN,07950,Morris Plains,,2023-12-04,,,635000,,,,,,,20081,1960,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
61 WHITNEY AVE,07950,Morris Plains,,2023-12-07,,,1009055,,,,,,,4443,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
19 WALSH WAY,07950,Morris Plains,,2023-12-13,,,636000,,,,,,,19428,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
17F FOXWOOD DR,07950,Morris Plains,,2023-12-15,,,365000,,,,,,,10759,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
67 WHITNEY AVE,07950,Morris Plains,,2023-12-15,,,849990,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
54 WHITNEY AVE,07950,Morris Plains,,2023-12-19,,,965855,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
20 ROSEDALE AVE,07950,Morris Plains,,2023-12-28,,,591000,,,,,,,5706,1920,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
64 WHITNEY AVE,07950,Morris Plains,,2023-12-29,,,929990,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
27 BEECH DR,07950,Morris Plains,,2024-01-04,,,720000,,,,,,,18513,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
71 WHITNEY AVE,07950,Morris Plains,,2024-01-09,,,880000,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
416 WELSH PL,07950,Morris Plains,,2024-01-12,,,590000,,,,,,,,2012,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
81 LITTLETON RD,07950,Morris Plains,,2024-01-18,,,339000,,,,,,,6273,1860,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
1 HOLIDAY DR,07950,Morris Plains,,2024-01-20,,,700000,,,,,,,24829,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
2 COOGAN CT,07950,Morris Plains,,2024-01-26,,,779990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
4 COOGAN CT,07950,Morris Plains,,2024-01-26,,,749990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
6 COOGAN CT,07950,Morris Plains,,2024-01-26,,,759999,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
8 COOGAN CT,07950,Morris Plains,,2024-01-29,,,760000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
1 OREGON TRL,07950,Morris Plains,,2024-02-05,,,1050000,,,,,,,19210,1964,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
69 WHITNEY AVE,07950,Morris Plains,,2024-02-07,,,849990,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
8G FOXWOOD DR,07950,Morris Plains,,2024-02-12,,,325000,,,,,,,6490,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
2 DOHERTY WAY,07950,Morris Plains,,2024-02-14,,,799990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
5 COOGAN CT,07950,Morris Plains,,2024-02-20,,,729990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
55 HIGBIE WAY,07950,Morris Plains,,2024-02-28,,,1044055,,,,,,,4400,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
62 WHITNEY AVE,07950,Morris Plains,,2024-02-28,,,919990,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
69 HIGBIE WAY,07950,Morris Plains,,2024-02-28,,,1038855,,,,,,,4400,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
73 WHITNEY AVE,07950,Morris Plains,,2024-03-01,,,860000,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
32 HEADLEY AVE,07950,Morris Plains,,2024-03-11,,,720000,,,,,,,24960,1961,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
57 HIGBIE WAY,07950,Morris Plains,,2024-03-15,,,920000,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
61 HIGBIE WAY,07950,Morris Plains,,2024-03-15,,,875000,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
67 HIGBIE WAY,07950,Morris Plains,,2024-03-20,,,950000,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
11 VETERANS WAY,07950,Morris Plains,,2024-03-23,,,765000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
30 HOMER AVE,07950,Morris Plains,,2024-03-25,,,926000,,,,,,,14985,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
58 WHITNEY AVE,07950,Morris Plains,,2024-03-27,,,879990,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
59 HIGBIE WAY,07950,Morris Plains,,2024-03-29,,,939055,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
49 SYLVAN DR,07950,Morris Plains,,2024-04-08,,,655000,,,,,,,20212,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
66 WHITNEY AVE,07950,Morris Plains,,2024-04-16,,,990000,,,,,,,4356,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
29 SUN VALLEY WAY,07950,Morris Plains,,2024-04-17,,,780000,,,,,,,24002,1950,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
65 HIGBIE WAY,07950,Morris Plains,,2024-04-24,,,960000,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
33 PARK WAY,07950,Morris Plains,,2024-04-25,,,630000,,,,,,,6011,1950,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
11 VETERANS WAY,07950,Morris Plains,,2024-04-29,,,750000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
20 WASHINGTON AVE,07950,Morris Plains,,2024-04-29,,,550000,,,,,,,15987,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
45 HIGBIE WAY,07950,Morris Plains,,2024-04-30,,,910000,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
56 WHITNEY AVE,07950,Morris Plains,,2024-04-30,,,840000,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
63 HIGBIE WAY,07950,Morris Plains,,2024-04-30,,,889990,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
39 HIGBIE WAY,07950,Morris Plains,,2024-05-02,,,1054055,,,,,,,4400,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
47 HIGBIE WAY,07950,Morris Plains,,2024-05-02,,,909840,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
60 WHITNEY AVE,07950,Morris Plains,,2024-05-03,,,884000,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
2 TROWBRIDGE RD,07950,Morris Plains,,2024-05-09,,,675000,,,,,,,17860,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
49 HIGBIE WAY,07950,Morris Plains,,2024-05-09,,,899990,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
53 HIGBIE WAY,07950,Morris Plains,,2024-05-09,,,1041855,,,,,,,4400,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
30 GLENBROOK RD,07950,Morris Plains,,2024-05-17,,,656000,,,,,,,14505,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
7 MAYFAIR RD,07950,Morris Plains,,2024-05-31,,,805000,,,,,,,7362,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
11 JUNIPER DR,07950,Morris Plains,,2024-06-03,,,820000,,,,,,,18077,1955,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
201 WELSH PL,07950,Morris Plains,,2024-06-03,,,590000,,,,,,,,2012,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
27 CENTRAL AVE,07950,Morris Plains,,2024-06-03,,,955000,,,,,,,7187,2024,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
43 HIGBIE WAY,07950,Morris Plains,,2024-06-04,,,962055,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
15 BURCH DR,07950,Morris Plains,,2024-06-06,,,743000,,,,,,,8973,1950,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
45 HAWTHORNE AVE,07950,Morris Plains,,2024-06-07,,,800000,,,,,,,14985,1950,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
14 WYNDWOOD RD,07950,Morris Plains,,2024-06-10,,,37500,,,,,,,24219,1958,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
19 VETERANS WAY,07950,Morris Plains,,2024-06-11,,,630000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
15 VALLEY STREAM CIR,07950,Morris Plains,,2024-06-12,,,700000,,,,,,,18513,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
59 WHITNEY AVE,07950,Morris Plains,,2024-06-13,,,1186000,,,,,,,4400,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
12 TROWBRIDGE RD,07950,Morris Plains,,2024-06-19,,,570000,,,,,,,10890,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
162 GRANNISS AVE,07950,Morris Plains,,2024-06-19,,,359000,,,,,,,6447,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
4 TOTTEN WAY,07950,Morris Plains,,2024-06-24,,,925000,,,,,,,18077,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
5 MAPLE AVE,07950,Morris Plains,,2024-06-26,,,807500,,,,,,,7492,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
3 NORTHVIEW DR,07950,Morris Plains,,2024-06-27,,,751000,,,,,,,21649,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
57 WHITNEY AVE,07950,Morris Plains,,2024-06-28,,,969990,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
51 HIGBIE WAY,07950,Morris Plains,,2024-07-01,,,978855,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
22 PARK WAY,07950,Morris Plains,,2024-07-08,,,730000,,,,,,,6839,1935,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
27 HAWTHORNE AVE,07950,Morris Plains,,2024-07-11,,,635000,,,,,,,14985,1940,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
17 PARKER DR,07950,Morris Plains,,2024-07-12,,,635000,,,,,,,18208,1966,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
26 SYLVAN DR,07950,Morris Plains,,2024-07-15,,,721000,,,,,,,9365,1938,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
131 W HANOVER AVE,07950,Morris Plains,,2024-07-16,,,505000,,,,,,,7797,1940,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
23 SUNRISE DR,07950,Morris Plains,,2024-07-16,,,850000,,,,,,,27573,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
3 COOGAN CT,07950,Morris Plains,,2024-07-20,,,820000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
38 WHITNEY AVE,07950,Morris Plains,,2024-07-21,,,785000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
137 LITTLETON RD,07950,Morris Plains,,2024-07-22,,,470000,,,,,,,14985,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
10 VETERANS WAY,07950,Morris Plains,,2024-07-23,,,765000,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
41 HIGBIE WAY,07950,Morris Plains,,2024-07-30,,,942490,,,,,,,3485,2023,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
52 WHITNEY AVE,07950,Morris Plains,,2024-08-02,,,999900,,,,,,,4879,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
13F FOXWOOD DR,07950,Morris Plains,,2024-08-12,,,390000,,,,,,,10759,1979,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
24 BEAVER RIDGE RD,07950,Morris Plains,,2024-08-12,,,875000,,,,,,,17990,1966,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
109 MOUNTAIN WAY,07950,Morris Plains,,2024-08-13,,,657500,,,,,,,25657,1948,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
20A FOXWOOD DR,07950,Morris Plains,,2024-08-16,,,362500,,,,,,,7754,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
5 NORTHVIEW DR,07950,Morris Plains,,2024-08-16,,,752000,,,,,,,22216,1957,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
58 MOUNTAIN WAY,07950,Morris Plains,,2024-08-16,,,749000,,,,,,,10803,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
44 STILES AVE,07950,Morris Plains,,2024-08-21,,,635000,,,,,,,9104,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
603 LOPEZ LN,07950,Morris Plains,,2024-08-22,,,565000,,,,,,,,2012,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
39 HAWTHORNE AVE,07950,Morris Plains,,2024-08-23,,,620333,,,,,,,5968,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
23F FOXWOOD DR,07950,Morris Plains,,2024-08-26,,,370000,,,,,,,8059,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
312 MOUNTAIN WAY,07950,Morris Plains,,2024-08-27,,,700000,,,,,,,17990,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
25 ROSEDALE AVE,07950,Morris Plains,,2024-08-28,,,600000,,,,,,,10934,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
5 KELSCH DR,07950,Morris Plains,,2024-08-29,,,945000,,,,,,,3485,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
27 NORTHVIEW DR,07950,Morris Plains,,2024-09-03,,,850000,,,,,,,18426,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
315 MOUNTAIN WAY,07950,Morris Plains,,2024-09-16,,,1100000,,,,,,,17990,1966,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
114 LITTLETON RD,07950,Morris Plains,,2024-09-17,,,600000,,,,,,,12807,1950,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
45 SUN VALLEY WAY,07950,Morris Plains,,2024-09-18,,,600000,,,,,,,23871,1953,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
300 TABOR RD,07950,Morris Plains,,2024-09-27,,,1050000,,,,,,,92434,1920,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
20 IDLEWILD DR,07950,Morris Plains,,2024-10-09,,,1311000,,,,,,,22477,1928,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
33 FRANKLIN PL,07950,Morris Plains,,2024-10-10,,,635000,,,,,,,7667,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
12 ROSEDALE AVE,07950,Morris Plains,,2024-10-11,,,705000,,,,,,,5619,1911,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
66 GRANNISS AVE,07950,Morris Plains,,2024-10-15,,,537000,,,,,,,18382,1962,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
24 BEECH DR,07950,Morris Plains,,2024-10-18,,,715000,,,,,,,20691,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
157 LITTLETON RD,07950,Morris Plains,,2024-10-21,,,730000,,,,,,,22477,1902,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
17 MORRIS PLAINS AVE,07950,Morris Plains,,2024-10-28,,,675000,,,,,,,5140,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
15 SUNSET RD,07950,Morris Plains,,2024-10-29,,,790000,,,,,,,7492,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
26 JANEWAY PL,07950,Morris Plains,,2024-10-31,,,485000,,,,,,,7492,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
63 WHITNEY AVE,07950,Morris Plains,,2024-11-04,,,999999,,,,,,,3572,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
11F FOXWOOD DR,07950,Morris Plains,,2024-11-13,,,360000,,,,,,,8886,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
40 HARRISON AVE,07950,Morris Plains,,2024-11-20,,,885000,,,,,,,18513,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
69 W HANOVER AVE,07950,Morris Plains,,2024-11-21,,,300000,,,,,,,7231,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
20 HARRISON AVE,07950,Morris Plains,,2024-11-22,,,647900,,,,,,,12981,,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
46 HAWTHORNE AVE,07950,Morris Plains,,2024-12-03,,,840000,,,,,,,6011,1940,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
800 SPEEDWELL AVE,07950,Morris Plains,,2024-12-05,,,625000,,,,,,,8189,1970,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,F,,nj_records,2026-07-11
808 SPEEDWELL AVE,07950,Morris Plains,,2024-12-05,,,600000,,,,,,,8189,1924,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
