property_key,address,zip,town,spell,mls_id,list_date,first_seen,last_seen,first_list_price,last_list_price,observations,status,gone_on,price_changed,beds,baths,sqft,lot_sqft,year_built,property_type,lat,lon,url,photo,mls_status,days_on_mls,text
34|clark|07901,34 Clark St,07901,Summit,1,4036916,2026-06-25,2026-07-13,2026-07-17,999999,999999,4,active,,,4,2.0,,11326,1958,Single Family,40.718724,-74.34044,https://www.realtor.com/realestateandhomes-detail/34-Clark-St_Summit_NJ_07901_M56244-92367,https://ap.rdcpix.com/0f07f56b5c1f36ebc5a55d6bd8cf66f8l-m3173607383od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,21,"Beautifully renovated split-level home in highly sought-after Summit! Situated on a quiet street with excellent commuter convenience, this move-in-ready home offers the perfect blend of modern updates, functional living space, and timeless style. Set on a .25-acre lot, the property provides great indoor and outdoor living opportunities. Step inside to discover hardwood flooring throughout, abundant natural light, and a thoughtfully designed layout. The updated kitchen features shaker-style cabinetry, stainless steel appliances, a center island, and ample cabinet and counter space, perfect for everyday living and entertaining. The second level offers 3 well-sized bedrooms and an updated full bathroom, while the ground level includes an additional bedroom ideal for a home office, guest room, or flex space. The finished basement provides additional living space perfect for entertaining, a m"
37|edison|07901,37-39 Edison Dr,07901,Summit,1,4005893,2026-01-19,2026-07-13,2026-07-17,1400000,1400000,4,active,,,3,2.0,,12197,1959,Single Family,40.713367,-74.339645,https://www.realtor.com/realestateandhomes-detail/37-39-Edison-Dr_Summit-City_NJ_07901_M94758-98898,https://ap.rdcpix.com/2829b978e1b6f0701338981a326226dcl-m3683279117od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,178,"An opportunity awaits in this special cul-de-sac setting near Briant Park. Offered together, Lot 39 and 37 create a unique chance to own a ranch home with a vacant lot next door opening the door to possibilities. Whether you envision renovating the existing home or designing something new, this property invites creativity and vision. Ideal for investors, architects, builders or anyone who appreciates the ease of ranch-style living paired with open land in a lovely location. The home is being sold ""as is"", making this an exceptional opportunity for those ready to unlock its full potential and create something special. Great Schools, Transportation into NYC and quick access to Rt 78, Newark International Airport & the famous Short Hills Mall"
38|valleyview|07901,38 Valley View Ave,07901,Summit,1,4039476,2026-07-09,2026-07-13,2026-07-17,2500000,2500000,4,active,,,5,5.0,,19166,1948,Single Family,40.70884,-74.380188,https://www.realtor.com/realestateandhomes-detail/38-Valley-View-Ave_Summit_NJ_07901_M61657-15800,https://ap.rdcpix.com/8ddedffe517f1b4ae4e21e06eb7c7bdcl-m2981881244od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,7,"Spacious colonial, expanded in about 2010, with stunning new (2026) chef's kitchen - stainless steel appliances, farmhouse sink, large island with 2nd prep sink, granite countertops opening to dining area and family room with gas fireplace & French doors to patio. Mudroom, 2 PR's, expansive engineered wood floors (several of Manchurian walnut), detailed woodwork, pocket doors, paneling, chair rails & built-ins, 1st Floor in-law suite including bedroom (5), study/sitting area & bath with open shower. 3 large beds on 2nd floor each with en suite bath - especially the huge primary bedroom with majestic high ceiling, sitting area with access to lovely balcony & very large en suite bathroom - plus 4th bed/office. Finished basement, used as a home gym, with full 5th bath, laundry & bonus crawl space ideal for additional storage. Lovely wooded lot with 2 patios and good privacy, just one block "
38|woodmere|07901,38 Woodmere Dr,07901,Summit,1,4041127,2026-07-16,2026-07-16,2026-07-17,1899000,1899000,3,active,,,6,4.0,,22651,1984,Single Family,40.731711,-74.352346,https://www.realtor.com/realestateandhomes-detail/38-Woodmere-Dr_Summit_NJ_07901_M56998-90816,https://ap.rdcpix.com/a2f2d867df058ffcbd5f1ba1f7c3deb8l-m2270067868od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,0,"Situated on over half an acre in Summit's sought-after Northside neighborhood, this beautifully updated and exceptionally well-maintained 6-bedroom, 3 full and 2 half bath Colonial offers the space, comfort, and improvements today's buyers are seeking. Meticulously cared for and thoughtfully improved, the home has benefited from significant recent upgrades including all new windows (2020), two furnaces and two air conditioning systems (2021), a whole-house generator (2026), Trex deck (2022), aluminum fencing (2019), hot water heater (2019), and numerous additional improvements throughout. Designed for both everyday living and entertaining, the home features hardwood floors throughout, three fireplaces, generous room sizes, and an updated eat-in kitchen equipped with a Wolf double wall oven (2021). Formal and casual living spaces flow seamlessly, while the finished lower level provides ad"
40|prospect|07901,40 Prospect St,07901,Summit,1,3999057,2025-11-22,2026-07-13,2026-07-17,1700000,1700000,4,active,,,3,1.5,1940,13504,1923,Single Family,40.712732,-74.363266,https://www.realtor.com/realestateandhomes-detail/40-Prospect-St_Summit_NJ_07901_M67767-69830,https://ap.rdcpix.com/67446b1a53c5d90fa0ca1531c36c03f1l-m2699551111od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,236,"Introducing 40 Prospect Street - a rare opportunity in the heart of the highly desirable Summit, NJ! This longstanding 3BR/1.5BA colonial sits on an oversized lot and is ready for complete modern renovation / rebuild! Positioned in a quiet tree-lined neighborhood, this home is just minutes from downtown Summit and its restaurants, shopping, and direct rail service to NYC via NJ Transit. This property offers a combination of prime location, property size, top-rated schools, and more in one of Union County's most sought-after neighborhoods. To all homeowners and homebuilders, this is truly one with plenty of potential for its next chapter. Strictly ''AS IS'' sale, buyer responsible for C/O"
42|locust|07901,42 Locust Dr,07901,Summit,1,4035390,2026-06-18,2026-07-13,2026-07-17,1600000,1600000,4,active,,,4,2.0,,7405,1950,Single Family,40.713667,-74.366475,https://www.realtor.com/realestateandhomes-detail/42-Locust-Dr_Summit_NJ_07901_M54376-03666,https://ap.rdcpix.com/03281600e9a4dac1499150bfb2578645l-m2013310013od-w480_h360_x2.webp?w=1080&q=75,PENDING,28,"Move right into this beautifully renovated Colonial just minutes from downtown Summit, the Midtown Direct train to NYC, and Summit's highly regarded schools. Extensively renovated in 2017, the home was thoughtfully updated to enhance both style and functionality while preserving its timeless character. Renovations included a new kitchen and bath, mudroom, maple flooring throughout, all new windows, a new roof, and updated HVAC and electrical systems. Elegant millwork throughout the home adds architectural charm and refined detail. The home offers a flexible layout with four bedrooms and two full baths, including a first-floor bedroom ideal for a home office or guest room, along with a full bath on the main level. Upstairs, three additional bedrooms include a light-filled primary featuring high ceilings and custom windows. A convenient second-floor laundry adds everyday ease. A large base"
44|londonderry|07901,44 Londonderry Way,07901,Summit,1,4023920,2026-04-29,2026-07-13,2026-07-13,1650000,1650000,1,gone,2026-07-16,,,,,,,,,,,,,,
50|parkview|07901,50 Parkview Ter,07901,Summit,1,4036940,2026-06-25,2026-07-13,2026-07-17,1625000,1625000,4,active,,,4,2.5,,6970,1936,Single Family,40.704178,-74.368765,https://www.realtor.com/realestateandhomes-detail/50-Parkview-Ter_Summit_NJ_07901_M53374-35961,https://ap.rdcpix.com/9c5c3eae580a48d537df841f69a83573l-m612460916od-w480_h360_x2.webp?w=1080&q=75,PENDING,21,"This lovely and spacious 4BR/2.5Bth Colonial embodies what every discerning Buyer seeks! Kitchen w/ Peninsula was updated in 2026 w/ Quartz counters, marble backsplash, stainless steel appliances, and Kohler fixtures. The generously-sized Living Room has a Gas Fplc and beautifully-toned hardwood flrs, extending throughout the home's 2 levels. Enjoy the 3-season Sunroom, which can double as Office, Den or Playroom. The home's expansive Family Room has built-in shelves, and opens to the sizable eat-in Kitchen area. An addition, running across the whole back of the home, adds a space, marked by natural light and an airy openness. Adjacent to the Kitchen is an elegant Dining Room, enhanced by custom picture-frame wainscoting, chair rail molding, and refined millwork details. The mudroom leads to a side entryway, providing another convenient access to the backyard. On the 2nd level, the en-su"
52|stockton|07901,52 Stockton Rd,07901,Summit,1,4038137,2026-07-02,2026-07-13,2026-07-17,1275000,1275000,4,active,,,4,2.0,,18295,1958,Single Family,40.705451,-74.355567,https://www.realtor.com/realestateandhomes-detail/52-Stockton-Rd_Summit_NJ_07901_M60041-91204,https://ap.rdcpix.com/b7ab7f63e711724b08dfb589106d5ae3l-m2370323932od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,14,"Beautifully maintained, this four-bedroom, two-bath home offers bright, sun-filled living spaces and an exceptional indoor-outdoor flow designed for both everyday living and entertaining. The spacious eat-in kitchen features custom white cabinetry, quartz countertops, and stainless steel appliances, while the expansive family room, complete with a gas fireplace, opens directly to the level backyard. Additional highlights include a formal dining room, inviting living room, dedicated home office, hardwood floors, cedar closets, central air conditioning, radiant/baseboard heating, and a detached two-car garage. The private backyard, bordering parkland, is a true outdoor retreat with multiple decks and patios, mature landscaping, a vegetable garden, fire pit, outdoor lighting, basketball hoop, and hot tub creating the perfect setting for relaxation and entertaining. The finished lower level "
55|oxbow|07901,55 Oxbow Ln,07901,Summit,1,4012562,2026-03-04,2026-07-13,2026-07-17,4495000,4495000,4,active,,,6,6.0,6122,32670,1928,Single Family,40.728285,-74.35251,https://www.realtor.com/realestateandhomes-detail/55-Oxbow-Ln_Summit_NJ_07901_M91600-74188,https://ap.rdcpix.com/9d14c6cf74044273bd700b2cc8577931l-m615648702od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,134,"SIGNIFICANT PRICE ADJUSTMENT ON THIS STUNNING RENOVATED ESTATE IN A PRIME NORTHSIDE SUMMIT LOCATION. Welcome to 55 Oxbow Lane, a 6BR, 5.2BA French Colonial sitting on.75 acres in Summit's coveted Northside. A gracious foyer w/9 ft. ceilings, arched openings, custom millwork, leaded glass, & hardwood floors sets a refined tone. The LR w/fireplace flows into a fab sunroom. Across the foyer, a formal DR leads to the renovated kitchen w/heated floors, quartz counters, center island & high-end appliances - Bosch, Viking, SubZero, Rohl & Miele - plus a walk-in pantry w/wine fridge & built-in espresso machine. The inviting FR features cherry wood paneling, built-in bookshelves & fireplace. A renovated powder room, mudroom & attached 2-car garage complete the main level. Upstairs find 6 spacious BR's & 5 renovated baths. The primary suite BOAsts a spa-like bath w/heated floors, dual vanities, Ro"
55|tanglewood|07901,55 Tanglewood Dr,07901,Summit,1,4038125,2026-07-02,2026-07-13,2026-07-17,1295000,1295000,4,active,,,4,2.5,,14810,1959,Single Family,40.696946,-74.380815,https://www.realtor.com/realestateandhomes-detail/55-Tanglewood-Dr_Summit_NJ_07901_M64794-57066,https://ap.rdcpix.com/f8d180f7977616fa10e362864487e57al-m789610608od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,14,"DO NOT WALK THE PROPERTY. Calling all builders, renovators and buyers who are looking for a fabulous opportunity to renovate this lovely 4 bedroom 2.1 bath home that is nestled on .34 acre of bucolic property, has an in-ground pool, and is in the Franklin school district. House being sold in AS-IS condition."
57|michigan|07901,57 Michigan Ave,07901,Summit,1,4036888,2026-06-25,2026-07-13,2026-07-17,2800000,2800000,4,active,,,7,6.5,,10454,2026,Single Family,40.707414,-74.347387,https://www.realtor.com/realestateandhomes-detail/57-Michigan-Ave_Summit_NJ_07901_M52161-35318,https://ap.rdcpix.com/a8587b68420d77d20c710712760be2efl-m3417879231od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,21,"**New Construction Opportunity in Summit.** Experience the rare opportunity to create your dream home in one of Summit?s most sought-after neighborhoods. Situated on a quiet dead-end street, this exceptional new construction offers approximately 7 bedrooms, 6.5 bathrooms, and a spacious 2-car garage on a generous 0.24-acre lot. Currently framed and under construction, the home presents a unique chance for buyers to fully customize interior finishes, layouts, fixtures, and design selections to match their personal style and needs. Perfectly positioned directly across from the renowned Summit Family Aquatic Center and adjacent to the campus of Jefferson Primary Center, the property offers an unparalleled lifestyle with recreation, top-rated schools, and community amenities just steps away. A rare chance to personalize a luxury home before completion in one of Summit's most desirable locati"
59|hobart|07901,59 Hobart Ave,07901,Summit,1,4022188,2026-04-21,2026-07-13,2026-07-17,2449000,2449000,4,active,,,5,3.5,,10019,1908,Single Family,40.719295,-74.351605,https://www.realtor.com/realestateandhomes-detail/59-Hobart-Ave_Summit_NJ_07901_M65752-35613,https://ap.rdcpix.com/6f390ab634ef772a68b5e551156d3a30l-m3422380377od-w480_h360_x2.webp?w=1080&q=75,PENDING,86,"Welcome to 59 Hobart Ave., a thoughtfully updated home rich in architectural detail offering an open layout, high ceilings, and an exceptional Summit location. The first floor features a seamless flow between the living, dining, kitchen and family room areas ideal for both everyday living and entertaining. The kitchen opens to a large deck overlooking the flat backyard, creating an easy indoor-outdoor flow. Fireplaces in both the dining room and family room add warmth and character, while abundant natural light enhances the home's airy feel. Upstairs, two newly renovated designer bathrooms elevate the second level, including a stylish primary bath with dual sinks and oversized shower and a hall bath serving the additional bedrooms. The third floor offers wonderful flexibility with two additional rooms ideal as bedrooms, a home office, or a combination of both. The lower level offers a re"
610|springfield|07901,610 Springfield Ave,07901,Summit,1,4033970,2026-06-11,2026-07-13,2026-07-17,1750000,1750000,4,active,,,6,4.5,3519,13504,1906,Single Family,40.714723,-74.36987,https://www.realtor.com/realestateandhomes-detail/610-Springfield-Ave_Summit_NJ_07901_M54998-00524,https://ap.rdcpix.com/21ef96abf7e2f9853bff6c4c1d31d7d4l-m972355039od-w480_h360_x2.webp?w=1080&q=75,PENDING,35,"Just blocks from downtown Summit and the Midtown Direct train, this Victorian seamlessly blends architectural character with refined modern updates. Outside, the wrap-around porch invites effortless indoor-outdoor living, from dinners al fresco to afternoons with a book, while the flat, fenced backyard with gated access, mature landscaping, and a circular driveway off High Street creates a private, idyllic setting for play, pets, and hosting. Inside, the main level preserves its historic soul through a welcoming foyer, high ceilings, custom millwork, rich wood floors, and stained-glass details. The flow is ideal for gatherings, with two sun-filled living rooms with fireplaces, a formal dining room, a refreshed powder room, and a beautifully renovated eat-in kitchen with island seating and a back staircase. The second level is brilliantly laid out with a spacious primary suite with a gran"
65|woodland|07901,65 Woodland Ave,07901,Summit,1,4034875,2026-06-16,2026-07-13,2026-07-17,2695000,2695000,4,active,,,6,4.5,,10890,1920,Single Family,40.721911,-74.360659,https://www.realtor.com/realestateandhomes-detail/65-Woodland-Ave_Summit_NJ_07901_M59936-21678,https://ap.rdcpix.com/af9dcd92793e115b6b95a67b4bc98a5dl-m3802163198od-w480_h360_x2.webp?w=1080&q=75,PENDING,30,"Perfectly positioned in one of Summit's most desirable neighborhoods, this fully renovated Colonial offers 6 bedrooms, 4 full baths, 1 half bath, and 4 finished levels of living space. Gut renovated in 2022 with a substantial rear addition and newly constructed 2-car garage, this move-in-ready home blends timeless charm with modern luxury. A welcoming foyer opens to a light-filled open floor plan with soaring ceilings, hardwood floors, custom moldings, recessed lighting and designer finishes throughout. The living room features a bay window, custom built-ins, and a gas fireplace, flowing seamlessly into the dining room and gourmet eat-in kitchen. The stunning kitchen showcases an oversized White Danby marble island, custom cabinetry, Caesarstone countertops, premium JennAir appliances, built-in homework station and butler's pantry with wine refrigerator. Sliders open to a Trex deck overl"
68|newengland32|07901,68-86 New England Ave Unit 32,07901,Summit,1,4031637,2026-06-02,2026-07-13,2026-07-17,550000,550000,4,active,,,2,2.0,,191228,1949,Condo,40.716839,-74.368019,https://www.realtor.com/realestateandhomes-detail/68-86-New-England-Ave-Unit-32_Summit-City_NJ_07901_M94676-93857,https://ap.rdcpix.com/8ee92c0f48c9d0cf806fdc05fb4b5359l-m673924136od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,44,"Opportunity awaits in the heart of Summit! This two bedroom, two bath condo offers a spacious layout, great natural light, and incredible potential for the next owner to renovate and make it their own. Set on the second floor, the home features comfortable living and dining space, two generously sized bedrooms, and two full baths. Additional conveniences include laundry in the basement, private storage, and a detached garage, a rare and valuable bonus. Located close to downtown Summit, shops, restaurants, train, and commuter routes, this condo offers an unbeatable location with the chance to create something truly special. Bring your vision and unlock the potential in one of Summit's most sought-after communities."
718|springfield|07901,718 Springfield Ave,07901,Summit,1,4026415,2026-05-09,2026-07-13,2026-07-17,1195000,1195000,4,active,,,4,1.5,,6098,,Multi-Family,40.711816,-74.37833,https://www.realtor.com/realestateandhomes-detail/718-Springfield-Ave_Summit_NJ_07901_M59938-44570,https://ap.rdcpix.com/73e5f0c6cbfc0b4a2d1c86405fb1c39el-m219468626od-w480_h360_x2.webp?w=1080&q=75,PENDING,68,"LOCATION! LOCATION! 716-718 Springfield Ave is a RARE two-family duplex ideally situated in a prime location in Summit, known for its vibrant downtown, top-rated schools, and convenient access to major transportation. Each side of this property offers a spacious and functional layout featuring 4 bedrooms, 1.5 baths and hardwood floors. Walk-out basements provide additional space with flexible potential for storage, recreation, or future finishing. The property is complemented by ample off-street parking and a circular driveway, offering ease and convenience for multiple occupants. Perfectly positioned near Summit's shops, dining, parks, and NYC commuter routes, this is an outstanding opportunity for investors or owner-occupants seeking both lifestyle and long-term value. Property being sold in AS IS condition."
75|club|07901,75 Club Dr,07901,Summit,1,4031319,2026-06-01,2026-07-13,2026-07-13,999999,999999,1,gone,2026-07-16,,,,,,,,,,,,,,
768|springfieldb3|07901,768 Springfield Ave Apt B3,07901,Summit,1,4041010,2026-07-16,2026-07-16,2026-07-17,589000,589000,3,active,,,2,2.5,,133294,1977,Condo,40.712164,-74.383715,https://www.realtor.com/realestateandhomes-detail/768-Springfield-Ave-Apt-B3_Summit_NJ_07901_M57995-58136,https://ap.rdcpix.com/4423135a8e7ae47005d2104857c65a98l-m3607620207od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,1,"You are invited! Beautifully remodeled Summit West Townhouse. Three floor of living space in this 2 bedroom, 2.1 bath, balcony, 1 attached garage, family room with outside entrance and laundry room in unit. Close to downtown and supermarket. Steps away from New Providence train station and NJ Transit bus. Convenient to major highway. Excellent schools. A Must See!"
777|springfield1|07901,777 Springfield Ave Apt 1,07901,Summit,1,4020991,2026-04-15,2026-07-13,2026-07-17,625000,625000,4,active,,,2,2.5,,63598,1975,Condo,40.712829,-74.383709,https://www.realtor.com/realestateandhomes-detail/777-Springfield-Ave-Apt-1_Summit_NJ_07901_M51578-07117,https://ap.rdcpix.com/54ec48c9c8365f1b5f085487a373bd58l-m4211772891od-w480_h360_x2.webp?w=1080&q=75,PENDING,92,"COMMUTER'S DREAM! SUMMIT 2 BED/2.1 BATH TOWNHOUSE STEPS FROM NEW PROVIDENCE TRAIN & KING'S! 777 Springfield is ideally located for getting to work, school, restaurants & shops AND Unit #1 is on the corner facing south, so you'll enjoy lots of natural light on 2 exposures & the privacy of an end unit in a small, friendly complex. Step through a private entry into an open & bright Living/Dining Room boasting multiple large windows on the front & side. Wood-look ceramic tile floors ensure easy maintenance while looking warm & inviting. A convenient pass-through from Kitchen to Dining Area lets the light stream through from front to back. Updated Kitchen includes freshly painted white cabinetry, granite countertops, subway tile backsplash, SS appliances including induction range, microwave hood, fridge & dishwasher. Powder Room & Coat Closet round out this level. Upstairs find new LVP floori"
89|beechwood|07901,89 Beechwood Rd,07901,Summit,1,4034336,2026-06-13,2026-07-13,2026-07-17,1995000,1995000,4,active,,,5,4.5,,15682,1925,Single Family,40.721612,-74.357585,https://www.realtor.com/realestateandhomes-detail/89-Beechwood-Rd_Summit_NJ_07901_M53601-65037,https://ap.rdcpix.com/c227221dfb84698583cae6514448d28dl-m2051485818od-w480_h360_x2.webp?w=1080&q=75,PENDING,33,"Timeless character, exceptional space, and an unbeatable location come together in this distinctive Summit residence. Set on a generous, level lot just moments from downtown Summit, .4 mile from Summit's NJ Transit Station, and .2 mile from top-rated Lincoln-Hubbard School, this home is filled with the architectural details today's buyers cherish. High ceilings, original moldings, and gracious proportions create a sense of elegance and warmth throughout. Oversized formal and informal rooms provide the ideal setting for both everyday living and entertaining. The expansive kitchen serves as the heart of the home, offering abundant workspace and gathering space while overlooking the gorgeous backyard, an inviting retreat for dining al fresco, play, or peaceful relaxation. A coveted three-car garage provides exceptional convenience and storage, a rare offering in this sought-after neighborho"
104|encampment|07082,104 Encampment,07082,Towaco,1,26003988,2026-02-05,2026-07-13,2026-07-17,449900,449900,4,active,,,1,1.0,,,,Condo,,,https://www.realtor.com/realestateandhomes-detail/104-Encampment_Montville-Township_NJ_07082_M99563-12190,https://ap.rdcpix.com/e5e459eda3dd8b7cabbd1f85490cecc3l-m4158654244od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,161,"Doremustown Estates offers a fresh approach to condominium living, redefining what it means to live well beyond your walls. This limited collection of 34 newly constructed one-, two-, and three-bedroom residences. Interiors are thoughtfully appointed with upscale kitchens, premium finishes, and spa-like bathrooms, creating spaces that feel timeless. Complementing the residences are full-service amenities including an elevator-served building, assigned garage parking, EV charging stations, a resident fitness center, billiards room, conference room, spa room and multiple shared spaces designed for relaxation, productivity, and social connection. Ideally positioned just steps from NYC transportation and the shops and restaurants of downtown Towaco, Doremustown Estates provides exceptional convenience for both commuters and those seeking a vibrant local atmosphere. Located within sought-afte"
107|encampment|07082,107 Encampment Ct,07082,Towaco,1,26001269,2026-01-12,2026-07-13,2026-07-17,699900,699900,4,active,,,3,2.0,,,,Condo,,,https://www.realtor.com/realestateandhomes-detail/107-Encampment-Ct_Montville-Twp_NJ_07082_M98059-97899,https://ap.rdcpix.com/b646b16f9e4ba00f9e5f96e850d7d0bdl-m4158654244od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,185,"Doremustown Estates offers a fresh approach to condominium living, redefining what it means to live well beyond your walls. This limited collection of 34 newly constructed one-, two-, and three-bedroom residences. Interiors are thoughtfully appointed with upscale kitchens, premium finishes, and spa-like bathrooms, creating spaces that feel timeless. Complementing the residences are full-service amenities including an elevator-served building, assigned garage parking, EV charging stations, a resident fitness center, billiards room, conference room, spa room and multiple shared spaces designed for relaxation, productivity, and social connection. Ideally positioned just steps from NYC transportation and the shops and restaurants of downtown Towaco, Doremustown Estates provides exceptional convenience for both commuters and those seeking a vibrant local atmosphere. Located within sought-afte"
10|bellow|07082,10 Bellows Ln,07082,Towaco,1,26018211,2026-05-18,2026-07-13,2026-07-17,639000,639000,4,active,,,3,1.0,,,,Single Family,40.927247,-74.333237,https://www.realtor.com/realestateandhomes-detail/10-Bellows-Ln_Towaco_NJ_07082_M60597-89728,https://ap.rdcpix.com/ca3f6f03be814a9f5e0b39dadff08487l-m1815015921od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,59,"Charming Colonial on .91 acres located on a non-thru street in Towaco. Home offers an enclosed front porch, can be den or used as office, mudroom leading to a foyer w/ tiled flooring. Living room with ceiling fan, Dining room with hardwood floor leading to a large heated sunroom with skylights that you can enjoy year round with views of the backyard. Updated electric in 2023, Hot water heater in 2016. Full finished walk-up attic that has possibilities. Some newer windows. All house Kohler generator. Central Air. Roof replaced approx 1 yr ago. Well pump 2-3 years old with water softener. Water hookup in in street near mailbox. 2 car garage and storage shed. Home is located minutes to train station, major highways, schools, shopping. Home is an estate being sold as is"
10|church|07082,10 Church Ln,07082,Towaco,1,4030044,2026-05-26,2026-07-13,2026-07-13,849000,849000,1,gone,2026-07-16,,,,,,,,,,,,,,
10|jean|07082,10 Jean Dr,07082,Towaco,1,4034441,2026-06-15,2026-07-13,2026-07-17,899000,899000,4,active,,,5,2.5,,27007,1979,Single Family,40.925241,-74.36226,https://www.realtor.com/realestateandhomes-detail/10-Jean-Dr_Towaco_NJ_07082_M63139-25083,https://ap.rdcpix.com/307960b6fbb94ca49a099d29baf96ea6l-m1755822867od-w480_h360_x2.webp?w=1080&q=75,PENDING,31,"Welcome to this spacious Colonial with beautiful curb appeal, highlighted by a welcoming covered front porch and a desirable cul-de-sac location in Towaco. Set on a large property with a generous backyard, this home offers abundant living space and a convenient location near Lake Valhalla Club, parks, shopping, and transportation. The kitchen was renovated approximately 12 years ago and showcases rich cherry cabinetry, granite countertops, a decorative tile backsplash, a peninsula, and abundant storage. Hardwood floors extend throughout the first floor, enhancing the home's inviting feel. The main floor also includes a welcoming entryway, formal dining room, family room, and living room with front to back windows. The second level includes a substantial addition and offers an impressive layout with five bedrooms plus a versatile bonus room with a washer and dryer, providing flexible spac"
111|encampment|07082,111 Encampment Ct,07082,Towaco,1,26005549,2026-02-19,2026-07-13,2026-07-17,699900,699900,4,active,,,3,2.0,,,,Condo,,,https://www.realtor.com/realestateandhomes-detail/111-Encampment-Ct_Montville-Twp_NJ_07082_M93009-31068,https://ap.rdcpix.com/07b327d80a59a95aba1bc86306ed217fl-m4158654244od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,147,"Doremustown Estates offers a fresh approach to condominium living, redefining what it means to live well beyond your walls. This limited collection of 34 newly constructed one-, two-, and three-bedroom residences. Interiors are thoughtfully appointed with upscale kitchens, premium finishes, and spa-like bathrooms, creating spaces that feel timeless. Complementing the residences are full-service amenities including an elevator-served building, assigned garage parking, EV charging stations, a resident fitness center, billiards room, conference room, spa room and multiple shared spaces designed for relaxation, productivity, and social connection. Ideally positioned just steps from NYC transportation and the shops and restaurants of downtown Towaco, Doremustown Estates provides exceptional convenience for both commuters and those seeking a vibrant local atmosphere. Located within sought-afte"
11|bott|07082,11 Bott Ln,07082,Towaco,1,4023983,2026-04-29,2026-07-13,2026-07-17,649000,649000,4,active,,,4,3.0,,67518,1961,Single Family,40.936406,-74.352863,https://www.realtor.com/realestateandhomes-detail/11-Bott-Ln_Towaco_NJ_07082_M50181-38400,https://ap.rdcpix.com/aba97f945224163e2e3ba1eee558953cl-m656276997od-w480_h360_x2.webp?w=1080&q=75,PENDING,78,"Private contemporary mid-century modern home set on a serene 1.55-acre wooded lot in Montville Twp, offering 4""5 bedrooms and 3 full baths. Themain living area features a spacious open-concept kitchen, living, and dining space with granite finishes, hardwood floors, soaring ceilings, a striking stonefireplace, and wall-to-ceiling windows that flood the home with natural light and showcase beautiful wooded views. Sliders lead to an expansive newcomposite deck, perfect for entertaining. The main level includes a primary suite with a huge bath, oversized walk-in closet, private deck, and an adjacentoffice, along with an additional full bath. The ground-level walk-out basement offers a large family room, full bath, and three generously sizedbedrooms with new porcelain tile flooring. Additional highlights include a new furnace, central air, roof, and driveway. Located in a highly desirable ar"
127|waughaw|07082,127 Waughaw Rd,07082,Towaco,1,26020675,2026-06-04,2026-07-13,2026-07-17,1980000,1980000,4,active,,,6,4.5,,,,Single Family,40.93707,-74.356156,https://www.realtor.com/realestateandhomes-detail/127-Waughaw-Rd_Towaco_NJ_07082_M68518-26771,https://ap.rdcpix.com/a893caed386ea29b3f58f0aeeab57245l-m601560085od-w480_h360_x2.webp?w=1080&q=75,FOR_SALE,42,"Set on 3.6 private acres, this exceptional custom estate offers a rare opportunity to enjoy resort-style living in one of Montville's most sought-after communities. Surrounded by mature trees and peaceful natural scenery, the property combines the privacy of a secluded retreat with the everyday convenience that makes Montville such a desirable place to Call home. Minutes from Towaco's NJ Transit station and NYC access,local restaurants, shopping, parks,golf, and highly regarded Montville schools, the home offers an ideal balance of luxury, tranquility, and accessibility. Designed for both elegant entertaining and comfortable daily living, the residence features expansive gathering spaces, soaring ceilings, multiple fireplaces, and sun-filled interiors that create a warm yet impressive atmosphere throughout. Large windows and seamless indoor-outdoor flow allow the surrounding property and"
